topic	relation	language	pos	lemma	orthography	features
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικούς	Q146078,Q146786,Q1775415
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικό	Q110786,Q146078,Q1775415
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικούς	Q146078,Q146786,Q499327
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικό	Q110786,Q146078,Q499327
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικών	Q146233,Q146786,Q1775415
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικού	Q110786,Q146233,Q1775415
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικών	Q146233,Q146786,Q499327
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικού	Q110786,Q146233,Q499327
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικοί	Q131105,Q146786,Q1775415
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικός	Q110786,Q131105,Q1775415
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικοί	Q131105,Q146786,Q499327
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικός	Q110786,Q131105,Q499327
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικοί	Q146786,Q1775415,Q185077
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικέ	Q110786,Q1775415,Q185077
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικοί	Q146786,Q185077,Q499327
Q47064	Human denoting sense	Q36510	nominal	στρατιωτικός	στρατιωτικέ	Q110786,Q185077,Q499327
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q146078,Q146786,Q1775415
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q110786,Q146078,Q1775415
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q146078,Q146786,Q499327
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q110786,Q146078,Q499327
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q146233,Q146786,Q1775415
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q110786,Q146233,Q1775415
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q146233,Q146786,Q499327
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q110786,Q146233,Q499327
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q131105,Q146786,Q1775415
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q110786,Q131105,Q1775415
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q131105,Q146786,Q499327
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q110786,Q131105,Q499327
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q146786,Q1775415,Q185077
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q110786,Q1775415,Q185077
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q146786,Q185077,Q499327
Q21479668	Human denoting sense	Q36510	nominal	μπόουλερ στο κρίκετ	μπόουλερ στο κρίκετ	Q110786,Q185077,Q499327
Q4139109	Human denoting sense	Q36510	nominal	αρχηγός της Κυβέρνησης	αρχηγούς της Κυβέρνησης	Q146078,Q146786,Q1775415
Q4139109	Human denoting sense	Q36510	nominal	αρχηγός της Κυβέρνησης	αρχηγό της Κυβέρνησης	Q110786,Q146078,Q1775415
Q4139109	Human denoting sense	Q36510	nominal	αρχηγός της Κυβέρνησης	αρχηγούς της Κυβέρνησης	Q146078,Q146786,Q499327
Q4139109	Human denoting sense	Q36510	nominal	αρχηγός της Κυβέρνησης	αρχηγό της Κυβέρνησης	Q110786,Q146078,Q499327
Q4139109	Human denoting sense	Q36510	nominal	αρχηγός της Κυβέρνησης	αρχηγών της Κυβέρνησης	Q146233,Q146786,Q1775415
Q4139109	Human denoting sense	Q36510	nominal	αρχηγός της Κυβέρνησης	αρχηγού της Κυβέρνησης	Q110786,Q146233,Q1775415
Q4139109	Human denoting sense	Q36510	nominal	αρχηγός της Κυβέρνησης	αρχηγών της Κυβέρνησης	Q146233,Q146786,Q499327
Q4139109	Human denoting sense	Q36510	nominal	αρχηγός της Κυβέρνησης	αρχηγού της Κυβέρνησης	Q110786,Q146233,Q499327
