topic	relation	language	pos	lemma	orthography	features
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌هایمان	Q146786,Q21714344,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌هایتان	Q146786,Q51929049,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌هایشان	Q146786,Q51929074,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌هایم	Q110786,Q146786,Q21714344,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌هایت	Q110786,Q146786,Q51929049,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌هایش	Q110786,Q146786,Q51929074,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌های	Q146786,Q1641446
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌ها	Q146786,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری‌هایی	Q146786,Q53997857
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوریمان	Q110786,Q146786,Q21714344,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوریتان	Q110786,Q146786,Q51929049,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوریشان	Q110786,Q146786,Q51929074,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوریم	Q110786,Q21714344,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوریت	Q110786,Q51929049,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوریش	Q110786,Q51929074,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوریِ	Q110786,Q1641446
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوری	Q110786,Q53997851
Q193721	Demonym noun	Q9168	nominal	تابوری	تابوریی	Q110786,Q53997857
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌هایمان	Q146786,Q21714344,Q53997851
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌هایتان	Q146786,Q51929049,Q53997851
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌هایشان	Q146786,Q51929074,Q53997851
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌هایم	Q110786,Q146786,Q21714344,Q53997851
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌هایت	Q110786,Q146786,Q51929049,Q53997851
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌هایش	Q110786,Q146786,Q51929074,Q53997851
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌های	Q146786,Q1641446
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌ها	Q146786,Q53997851
Q3718	Demonym noun	Q9168	nominal	داکاری	داکاری‌هایی	Q146786,Q53997857
