topic	relation	language	pos	lemma	orthography	features
Q17176618	Human denoting sense	Q9027	nominal	smugglare	smugglarnas	Q146233,Q146786,Q53997851,Q1305037
Q17176618	Human denoting sense	Q9027	nominal	smugglare	smugglarens	Q110786,Q146233,Q53997851,Q1305037
Q17176618	Human denoting sense	Q9027	nominal	smugglare	smugglares	Q146233,Q146786,Q53997857,Q1305037
Q17176618	Human denoting sense	Q9027	nominal	smugglare	smugglares	Q110786,Q146233,Q53997857,Q1305037
Q17176618	Human denoting sense	Q9027	nominal	smugglare	smugglarna	Q131105,Q146786,Q53997851,Q1305037
Q17176618	Human denoting sense	Q9027	nominal	smugglare	smugglaren	Q110786,Q131105,Q53997851,Q1305037
Q17176618	Human denoting sense	Q9027	nominal	smugglare	smugglare	Q131105,Q146786,Q53997857,Q1305037
Q17176618	Human denoting sense	Q9027	nominal	smugglare	smugglare	Q110786,Q131105,Q53997857,Q1305037
Q103163	Human denoting sense	Q9027	nominal	abbot	abbotarnas	Q146233,Q146786,Q53997851,Q1305037
Q103163	Human denoting sense	Q9027	nominal	abbot	abbotens	Q110786,Q146233,Q53997851,Q1305037
Q103163	Human denoting sense	Q9027	nominal	abbot	abbotars	Q146233,Q146786,Q53997857,Q1305037
Q103163	Human denoting sense	Q9027	nominal	abbot	abbots	Q110786,Q146233,Q53997857,Q1305037
Q103163	Human denoting sense	Q9027	nominal	abbot	abbotarna	Q131105,Q146786,Q53997851,Q1305037
Q103163	Human denoting sense	Q9027	nominal	abbot	abboten	Q110786,Q131105,Q53997851,Q1305037
Q103163	Human denoting sense	Q9027	nominal	abbot	abbotar	Q131105,Q146786,Q53997857,Q1305037
Q103163	Human denoting sense	Q9027	nominal	abbot	abbot	Q110786,Q131105,Q53997857,Q1305037
Q780705	Human denoting sense	Q9027	nominal	digital inföding	digitala infödingarnas	Q146233,Q146786,Q53997851,Q1305037
Q780705	Human denoting sense	Q9027	nominal	digital inföding	digitala infödingens	Q110786,Q146233,Q53997851,Q1305037
Q780705	Human denoting sense	Q9027	nominal	digital inföding	digitala infödingars	Q146233,Q146786,Q53997857,Q1305037
Q780705	Human denoting sense	Q9027	nominal	digital inföding	digital infödings	Q110786,Q146233,Q53997857,Q1305037
Q780705	Human denoting sense	Q9027	nominal	digital inföding	digitala infödingarna	Q131105,Q146786,Q53997851,Q1305037
Q780705	Human denoting sense	Q9027	nominal	digital inföding	digitala infödingen	Q110786,Q131105,Q53997851,Q1305037
Q780705	Human denoting sense	Q9027	nominal	digital inföding	digitala infödingar	Q131105,Q146786,Q53997857,Q1305037
Q780705	Human denoting sense	Q9027	nominal	digital inföding	digital inföding	Q110786,Q131105,Q53997857,Q1305037
Q813	Demonym adjective	Q9027	adjectival	kirgizisk	kirgiziska	Q1305037,Q146786,Q53997851,Q3482678
