topic	relation	language	pos	lemma	orthography	features
Q181600	Human denoting sense	Q9035	nominal	patient	patienternes	Q146233,Q146786,Q53997851,Q1305037
Q181600	Human denoting sense	Q9035	nominal	patient	patientens	Q110786,Q146233,Q53997851,Q1305037
Q181600	Human denoting sense	Q9035	nominal	patient	patienters	Q146233,Q146786,Q53997857,Q1305037
Q181600	Human denoting sense	Q9035	nominal	patient	patients	Q110786,Q146233,Q53997857,Q1305037
Q181600	Human denoting sense	Q9035	nominal	patient	patienterne	Q131105,Q146786,Q53997851,Q1305037
Q181600	Human denoting sense	Q9035	nominal	patient	patienten	Q110786,Q131105,Q53997851,Q1305037
Q181600	Human denoting sense	Q9035	nominal	patient	patienter	Q131105,Q146786,Q53997857,Q1305037
Q181600	Human denoting sense	Q9035	nominal	patient	patient	Q110786,Q131105,Q53997857,Q1305037
Q2341302	Human denoting sense	Q9035	nominal	formand for ministerrådet	formændene for ministerrådets	Q146233,Q146786,Q53997851,Q1305037
Q2341302	Human denoting sense	Q9035	nominal	formand for ministerrådet	formanden for ministerrådets	Q110786,Q146233,Q53997851,Q1305037
Q2341302	Human denoting sense	Q9035	nominal	formand for ministerrådet	formænd for ministerrådets	Q146233,Q146786,Q53997857,Q1305037
Q2341302	Human denoting sense	Q9035	nominal	formand for ministerrådet	formand for ministerrådets	Q110786,Q146233,Q53997857,Q1305037
Q2341302	Human denoting sense	Q9035	nominal	formand for ministerrådet	formændene for ministerrådet	Q131105,Q146786,Q53997851,Q1305037
Q2341302	Human denoting sense	Q9035	nominal	formand for ministerrådet	formanden for ministerrådet	Q110786,Q131105,Q53997851,Q1305037
Q2341302	Human denoting sense	Q9035	nominal	formand for ministerrådet	formænd for ministerrådet	Q131105,Q146786,Q53997857,Q1305037
Q2341302	Human denoting sense	Q9035	nominal	formand for ministerrådet	formand for ministerrådet	Q110786,Q131105,Q53997857,Q1305037
Q11598549	Human denoting sense	Q9035	nominal	racerbådskører	racerbådskørernes	Q146233,Q146786,Q53997851,Q1305037
Q11598549	Human denoting sense	Q9035	nominal	racerbådskører	racerbådskørerens	Q110786,Q146233,Q53997851,Q1305037
Q11598549	Human denoting sense	Q9035	nominal	racerbådskører	racerbådskøreres	Q146233,Q146786,Q53997857,Q1305037
Q11598549	Human denoting sense	Q9035	nominal	racerbådskører	racerbådskørers	Q110786,Q146233,Q53997857,Q1305037
Q11598549	Human denoting sense	Q9035	nominal	racerbådskører	racerbådskørerne	Q131105,Q146786,Q53997851,Q1305037
Q11598549	Human denoting sense	Q9035	nominal	racerbådskører	racerbådskøreren	Q110786,Q131105,Q53997851,Q1305037
Q11598549	Human denoting sense	Q9035	nominal	racerbådskører	racerbådskørere	Q131105,Q146786,Q53997857,Q1305037
Q11598549	Human denoting sense	Q9035	nominal	racerbådskører	racerbådskører	Q110786,Q131105,Q53997857,Q1305037
Q3745071	Human denoting sense	Q9035	nominal	videnskabsjournalist	videnskabsjournalisternes	Q146233,Q146786,Q53997851,Q1305037
Q3745071	Human denoting sense	Q9035	nominal	videnskabsjournalist	videnskabsjournalistens	Q110786,Q146233,Q53997851,Q1305037
Q3745071	Human denoting sense	Q9035	nominal	videnskabsjournalist	videnskabsjournalisters	Q146233,Q146786,Q53997857,Q1305037
Q3745071	Human denoting sense	Q9035	nominal	videnskabsjournalist	videnskabsjournalists	Q110786,Q146233,Q53997857,Q1305037
Q3745071	Human denoting sense	Q9035	nominal	videnskabsjournalist	videnskabsjournalisterne	Q131105,Q146786,Q53997851,Q1305037
Q3745071	Human denoting sense	Q9035	nominal	videnskabsjournalist	videnskabsjournalisten	Q110786,Q131105,Q53997851,Q1305037
Q3745071	Human denoting sense	Q9035	nominal	videnskabsjournalist	videnskabsjournalister	Q131105,Q146786,Q53997857,Q1305037
Q3745071	Human denoting sense	Q9035	nominal	videnskabsjournalist	videnskabsjournalist	Q110786,Q131105,Q53997857,Q1305037
Q2534525	Human denoting sense	Q9035	nominal	bestyrelsesformand	bestyrelsesformændenes	Q146233,Q146786,Q53997851,Q1305037
Q2534525	Human denoting sense	Q9035	nominal	bestyrelsesformand	bestyrelsesformandens	Q110786,Q146233,Q53997851,Q1305037
Q2534525	Human denoting sense	Q9035	nominal	bestyrelsesformand	bestyrelsesformænds	Q146233,Q146786,Q53997857,Q1305037
Q2534525	Human denoting sense	Q9035	nominal	bestyrelsesformand	bestyrelsesformands	Q110786,Q146233,Q53997857,Q1305037
Q2534525	Human denoting sense	Q9035	nominal	bestyrelsesformand	bestyrelsesformændene	Q131105,Q146786,Q53997851,Q1305037
Q2534525	Human denoting sense	Q9035	nominal	bestyrelsesformand	bestyrelsesformanden	Q110786,Q131105,Q53997851,Q1305037
Q2534525	Human denoting sense	Q9035	nominal	bestyrelsesformand	bestyrelsesformænd	Q131105,Q146786,Q53997857,Q1305037
Q2534525	Human denoting sense	Q9035	nominal	bestyrelsesformand	bestyrelsesformand	Q110786,Q131105,Q53997857,Q1305037
Q13608061	Human denoting sense	Q9035	nominal	autoriseret sygeplejer	autoriserede sygeplejeres	Q146233,Q146786,Q53997851,Q1305037
Q13608061	Human denoting sense	Q9035	nominal	autoriseret sygeplejer	autoriserede sygeplejers	Q110786,Q146233,Q53997851,Q1305037
Q13608061	Human denoting sense	Q9035	nominal	autoriseret sygeplejer	autoriserede sygeplejeres	Q146233,Q146786,Q53997857,Q1305037
Q13608061	Human denoting sense	Q9035	nominal	autoriseret sygeplejer	autoriseret sygeplejers	Q110786,Q146233,Q53997857,Q1305037
Q13608061	Human denoting sense	Q9035	nominal	autoriseret sygeplejer	autoriserede sygeplejere	Q131105,Q146786,Q53997851,Q1305037
Q13608061	Human denoting sense	Q9035	nominal	autoriseret sygeplejer	autoriserede sygeplejer	Q110786,Q131105,Q53997851,Q1305037
Q13608061	Human denoting sense	Q9035	nominal	autoriseret sygeplejer	autoriserede sygeplejere	Q131105,Q146786,Q53997857,Q1305037
Q13608061	Human denoting sense	Q9035	nominal	autoriseret sygeplejer	autoriseret sygeplejer	Q110786,Q131105,Q53997857,Q1305037
Q1852228	Human denoting sense	Q9035	nominal	stærk mand	stærke mænds	Q146233,Q146786,Q53997851,Q1305037
Q1852228	Human denoting sense	Q9035	nominal	stærk mand	stærke mands	Q110786,Q146233,Q53997851,Q1305037
Q1852228	Human denoting sense	Q9035	nominal	stærk mand	stærke mænds	Q146233,Q146786,Q53997857,Q1305037
Q1852228	Human denoting sense	Q9035	nominal	stærk mand	stærk mands	Q110786,Q146233,Q53997857,Q1305037
Q1852228	Human denoting sense	Q9035	nominal	stærk mand	stærke mænd	Q131105,Q146786,Q53997851,Q1305037
Q1852228	Human denoting sense	Q9035	nominal	stærk mand	stærke mand	Q110786,Q131105,Q53997851,Q1305037
Q1852228	Human denoting sense	Q9035	nominal	stærk mand	stærke mænd	Q131105,Q146786,Q53997857,Q1305037
Q1852228	Human denoting sense	Q9035	nominal	stærk mand	stærk mand	Q110786,Q131105,Q53997857,Q1305037
Q508846	Human denoting sense	Q9035	nominal	lastbilchauffør	lastbilchaufførernes	Q146233,Q146786,Q53997851,Q1305037
Q508846	Human denoting sense	Q9035	nominal	lastbilchauffør	lastbilchaufførens	Q110786,Q146233,Q53997851,Q1305037
Q508846	Human denoting sense	Q9035	nominal	lastbilchauffør	lastbilchaufførers	Q146233,Q146786,Q53997857,Q1305037
Q508846	Human denoting sense	Q9035	nominal	lastbilchauffør	lastbilchaufførs	Q110786,Q146233,Q53997857,Q1305037
Q508846	Human denoting sense	Q9035	nominal	lastbilchauffør	lastbilchaufførerne	Q131105,Q146786,Q53997851,Q1305037
Q508846	Human denoting sense	Q9035	nominal	lastbilchauffør	lastbilchaufføren	Q110786,Q131105,Q53997851,Q1305037
Q508846	Human denoting sense	Q9035	nominal	lastbilchauffør	lastbilchauffører	Q131105,Q146786,Q53997857,Q1305037
