topic	relation	language	pos	lemma	orthography	features
Q219252	Demonym adjective	Q7411	adjectival	Khoikhoi-	Khoikhoi-	Q130356612,Q1305037,Q146786,Q3482678
Q219252	Demonym adjective	Q7411	adjectival	Khoikhoi-	Khoikhoi-	Q110786,Q130356612,Q1305037,Q3482678
Q219252	Demonym adjective	Q7411	adjectival	Khoikhoi-	Khoikhoi-	Q1305037,Q146786,Q96407684,Q3482678
Q219252	Demonym adjective	Q7411	adjectival	Khoikhoi-	Khoikhoi-	Q110786,Q1305037,Q96407684,Q3482678
Q219252	Demonym adjective	Q7411	adjectival	Khoikhoi-	Khoikhoi-	Q130356612,Q146786,Q1775461,Q3482678
Q219252	Demonym adjective	Q7411	adjectival	Khoikhoi-	Khoikhoi-	Q110786,Q130356612,Q1775461,Q3482678
Q219252	Demonym adjective	Q7411	adjectival	Khoikhoi-	Khoikhoi-	Q146786,Q1775461,Q96407684,Q3482678
Q219252	Demonym adjective	Q7411	adjectival	Khoikhoi-	Khoikhoi-	Q110786,Q1775461,Q96407684,Q3482678
Q1280105	Demonym adjective	Q7411	adjectival	noeba-	noeba-	Q130356612,Q1305037,Q146786,Q3482678
Q1280105	Demonym adjective	Q7411	adjectival	noeba-	noeba-	Q110786,Q130356612,Q1305037,Q3482678
Q1280105	Demonym adjective	Q7411	adjectival	noeba-	noeba-	Q1305037,Q146786,Q96407684,Q3482678
Q1280105	Demonym adjective	Q7411	adjectival	noeba-	noeba-	Q110786,Q1305037,Q96407684,Q3482678
Q1280105	Demonym adjective	Q7411	adjectival	noeba-	noeba-	Q130356612,Q146786,Q1775461,Q3482678
Q1280105	Demonym adjective	Q7411	adjectival	noeba-	noeba-	Q110786,Q130356612,Q1775461,Q3482678
Q1280105	Demonym adjective	Q7411	adjectival	noeba-	noeba-	Q146786,Q1775461,Q96407684,Q3482678
Q1280105	Demonym adjective	Q7411	adjectival	noeba-	noeba-	Q110786,Q1775461,Q96407684,Q3482678
Q593362	Human denoting sense	Q7411	nominal	drapenier	drapeniersters	Q146786,Q1775415
Q593362	Human denoting sense	Q7411	nominal	drapenier	drapenierster	Q110786,Q1775415
Q593362	Human denoting sense	Q7411	nominal	drapenier	drapeniers	Q146786,Q499327
Q593362	Human denoting sense	Q7411	nominal	drapenier	drapenier	Q110786,Q499327
Q16543547	Human denoting sense	Q7411	nominal	lid van de departementale raad	leden van de departementale raad	Q146786,Q1305037
Q16543547	Human denoting sense	Q7411	nominal	lid van de departementale raad	lid van de departementale raad	Q110786,Q1305037
Q2577681	Human denoting sense	Q7411	nominal	sportarts	sportartsen	Q146786,Q1305037
